JAN,Type,商品名,国,産地,葡萄品種,生産年,容量 ml,希望小売価格,UMAP1,UMAP2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
4935919213813,Red,ペイ　ドック　ピノ　ノワール,フランス,ラングドック　ルション,ピノ　ノワール,2022,750.0,1600.0,3.3696904,4.19516,0.7022806211693718,-2.901534423741153,-2.472411120230107,-1.3458505223259312,0.38350994784132064,0.9623099288636711,-0.7929880092842172,-0.3350760974930696
4935919217569,Red,ペイ　ドック　カベルネ　ソーヴィニヨン　キュヴェ　ド　ブリュ,フランス,ラングドック　ルション,カベルネ　ソーヴィニヨン,2021,750.0,1600.0,3.5011704,4.552099,1.1534073166624095,-2.5354682700982236,-2.887920687699809,-1.382547447267151,0.16919451444166692,1.0220995656316416,-0.5273539904550574,-0.12892081514865003
4935919219723,White,ペイ　ドック　ヴィオニエ,フランス,ラングドック　ルション,ヴィオニエ,2023,750.0,1600.0,4.612643,1.8975208,-5.496813769665922,-1.849226004467285,-0.7689562166817794,-1.6485074721316657,1.1957476535309788,-1.99505049731451,0.9038598914478337,-0.4399053245724043
4935919310598,White,ペイ　ドック　シャルドネ,フランス,ラングドック　ルション,シャルドネ,2022,750.0,1500.0,4.5839586,2.0070634,-4.621262942198415,-2.6372786999738107,0.5464891191112078,-1.6504816929383377,-0.20357056664755704,-1.300335567716469,1.310877427000982,-0.9183284366327766
4935919311861,White,ペイ　ドック　シャルドネ,フランス,ラングドック　ルション,シャルドネ,2023,750.0,1600.0,5.1598177,1.4194814,-5.921176443659357,-1.9230409379553468,1.0860842843595067,-0.5514588162776535,1.931610271615805,0.500861188157503,0.07926005834193212,-0.9370000599419999
4935919311878,Red,ペイ　ドック　シラー,フランス,ラングドック　ルション,シラー,2022,750.0,1450.0,2.5450995,3.795618,-1.0559520588921139,-3.080323256256126,-1.270164510439841,-1.6061066283335244,2.0455567072109173,0.011650641865747416,-1.2030867450381173,-1.1404846133327653
4935919311885,Red,ペイ　ドック　メルロ,フランス,ラングドック　ルション,メルロ,2022,750.0,1450.0,2.840485,4.475209,1.1118950741545781,-2.7546066360389885,-0.7914406711733688,-2.066828271040264,-0.52338774359493,-0.1677003712554352,-0.2116508344321196,-0.2646972682194421
4935919312448,Red,ペイ　ドック　カベルネ　ソーヴィニヨン,フランス,ラングドック　ルション,カベルネ　ソーヴィニヨン,2022,750.0,1450.0,2.522066,3.9702637,2.283653261781788,-3.3994379346103925,0.2746004992789911,-2.831879651306821,-0.4087576002867561,-1.1176024809532634,0.3988594317678776,-0.6893444491541448
4935919312455,Red,ペイ　ドック　ピノ　ノワール,フランス,ラングドック　ルション,ピノ ノワール,2023,750.0,1750.0,1.9328262,5.411235,6.918692950274109,0.9195764897351646,8.753429251070397,-5.250894899267388,-3.6660458576476675,18.26140435143579,-3.05132618885425,-7.204759855415284
4935919312813,White,コート　ド　ガスコーニュ　ブラン,フランス,シュッド　ウェスト,ソーヴィニヨン　ブラン、他,2023,750.0,1600.0,4.7049184,1.9611793,-6.541019502139721,-1.3122407734024804,0.9858929468603078,-1.7059512189161172,-0.841505333099488,-1.5350822079581359,1.7610240335890175,-0.024134120322944368
